titulo,start_hour,end_hour,location,reference_date
"Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional",09h00,10h00,Palácio da Alvorada,2019-02-14
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",09h15,10h15,Palácio da Alvorada,2019-02-14
"Deputado Federal Major Vitor Hugo (PSL/GO), Líder do governo na Câmara",10h00,10h30,Palácio da Alvorada,2019-02-14
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República, Paulo Guedes, Ministro de Estado da Economia, Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara; Rogério Marinho, Secretário Especial de Previdência e Trabalho do Ministério da Economia; Leonardo Rolim, Secretário de Previdência do Ministério da Economia, e Bruno Bianco, Secretário Especial Adjunto de Previdência e Trabalho do Ministério da Economia",15h00,17h00,Palácio da Alvorada,2019-02-14
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República, Paulo Guedes, Ministro de Estado da Economia, Santos 	Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da 	República; Senador Flávio Bolsonaro (PSL/RJ), e Deputado Major 	Vitor Hugo (PSL/GO), Líder do Governo na Câmara",17h00,18h00,Palácio da Alvorada,2019-02-14
Delegado da Polícia Federal Alexandre Ramagem,18h30,19h30,Palácio do Alvorada,2019-02-14
"Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento e Gilson Machado Guimarães Neto, Secretário de Ecoturismo do Ministério do Meio Ambiente",07h50,08h55,Palácio da Alvorada,2019-02-15
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República, e Deputada Joice Hasselmann (PSL/SP)",09h00,09h55,Palácio da Alvorada,2019-02-15
"Senador Davi Alcolumbre, Presidente do Senado Federal, e Senador Flávio Bolsonaro (PSL/RJ)",10h00,11h05,Palácio da Alvorada,2019-02-15
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",11h00,11h30,Palácio da Alvorada,2019-02-15
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Sergio Moro, Ministro de Estado da Justiça e Segurança Pública; Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Ricardo Vélez Rodriguez, Ministro de Estado da Educação; Osmar Terra, Ministro de Estado da Cidadania; Ricardo Salles, Ministro de Estado do Meio Ambiente; Marcelo Álvaro Antônio, Ministro de Estado do Turismo; Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",15h00,15h35,Palácio do Planalto,2019-02-15
"Hamilton Mourão, Vice-Presidente da República; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Gustavo Bebianno, Ministro-Chefe da Secretaria-Geral da Presidência da República, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",17h00,17h30,Palácio do Planalto,2019-02-15
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",10h50,12h10,Palácio da Alvorada,2019-02-16
"General Floriano Peixoto, Secretário-Executivo da Secretaria-Geral da Presidência da República, e General Maynard Marques de Santa Rosa, Secretário Especial de Assuntos Estratégicos da Secretaria-Geral da Presidência da República",15h00,16h50,Palácio da Alvorada,2019-02-16
Sem compromisso oficial,00h00,,,2019-02-17
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",07h35,07h55,Palácio da Alvorada,2019-02-18
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Pastor Gerônimo Martins, e Pastor Luis Carlos Gonçalves",09h00,10h10,Palácio do Planalto,2019-02-18
"Gen. Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado de Relações Exteriores, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",10h10,10h55,Palácio do Planalto,2019-02-18
"Hamilton Mourão, Vice-Presidente da República, e José Ângelo Mazzillo Junior, Secretário Adjunto da Secretaria de Política Agrícola do Ministério da Agricultura, Pecuária e Abastecimento",11h40,12h10,Palácio do Planalto,2019-02-18
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República, e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara",14h20,15h00,Palácio do Planalto,2019-02-18
"Fernando Azevedo, Ministro de Estado da Defesa; Santos Cruz, 	Ministro-Chefe da Secretaria de Governo da Presidência da 	República, e Augusto Heleno, Ministro-Chefe do Gabinete de 	Segurança Institucional da Presidência da República",15h25,16h35,Palácio do Planalto,2019-02-18
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança 	Institucional da Presidência da República; Deputado Major Vitor 	Hugo (PSL/GO), Líder do Governo na Câmara",16h40,18h00,Palácio do Planalto,2019-02-18
Senador Flávio Bolsonaro (PSL/RJ),17h35,18h00,Palácio do Planalto,2019-02-18
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança 	Institucional da Presidência da República, e Senador Flávio Bolsonaro 	(PSL/RJ)",18h10,18h45,Palácio do Planalto,2019-02-18
"Hamilton Mourão, Vice-Presidente da República; Fernando Azevedo, Ministro de Estado da Defesa; Paulo Guedes, Ministro de Estado da Economia; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Abraham Bragança de Vasconcellos Weintraub, Secretário-Executivo da Casa Civil da Presidência da República, e Almirante de Esquadra Almir Garnier Santos, Secretário-Geral do Ministério da Defesa; Rogério Marinho, Secretário Especial de Previdência e Trabalho do Ministério da Economia, e Waldery Rodrigues Junior, Secretário Especial da Fazenda do Ministério da Economia",08h15,09h15,Palácio do Planalto,2019-02-19
6ª Reunião do Conselho de Governo,09h15,11h00,Palácio do Planalto,2019-02-19
Solenidade de encaminhamento do Projeto de Lei Anticrime ao Congresso Nacional,11h00,11h30,Palácio do Planalto,2019-02-19
"Hamilton Mourão, Vice-Presidente da República; Davi Alcolumbre, Presidente do Senado Federal; Rodrigo Maia, Presidente da Câmara dos Deputados; Dias Toffoli, Presidente do Supremo Tribunal Federal; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",11h45,12h40,Palácio do Planalto,2019-02-19
"Deputado Luciano Bivar (PSL/PE), Presidente do Partido Social Liberal (PSL)",13h00,13h30,Palácio do Planalto,2019-02-19
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",14h30,15h00,Palácio do Planalto,2019-02-19
"Bento Albuquerque, Ministro de Estado de Minas e Energia",15h35,16h30,Palácio do Planalto,2019-02-19
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Fernando Azevedo, Ministro de Estado da Defesa; Paulo 	Guedes, Ministro de Estado da Economia; Augusto Heleno, Ministro-	Chefe do Gabinete de Segurança Institucional da Presidência da 	República; Abraham Bragança de Vasconcellos Weintraub, 	Secretário-Executivo da Casa Civil da Presidência da República; 	Almirante de Esquadra Almir Garnier Santos, Secretário-Geral do 	Ministério da Defesa; Rogério Marinho, Secretário Especial de 	Previdência e Trabalho do Ministério da Economia, e Waldery 	Rodrigues Junior, Secretário Especial da Fazenda do Ministério da 	Economia",16h30,17h45,Palácio do Planalto,2019-02-19
Solenidade de posse do Senhor Deputado Alceu Moreira no cargo de 	Presidente da Frente Parlamentar da Agropecuária e de sua Diretoria,21h00,21h30,Brasília/DF,2019-02-19
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República, e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo",08h50,09h20,Palácio do Planalto,2019-02-20
Entrega da PEC da nova Previdência Social,09h30,10h00,Brasília/DF,2019-02-20
Deputado Helio Lopes (PSL/RJ),10h35,12h25,Palácio do Planalto,2019-02-20
"Davi Alcolumbre, Presidente do Senado Federal; Rodrigo Maia, Presidente da Câmara dos Deputados; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República e Deputado Major Vitor Hugo (PSL/GO), Líder do governo na Câmara",12h30,13h35,Palácio do Planalto,2019-02-20
"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República",14h00,14h20,Palácio do Planalto,2019-02-20
"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",14h20,14h35,Palácio do Planalto,2019-02-20
"Alfredo de Souza Coelho Lima Carrijo, Delegado da Policia Federal",14h35,15h00,Palácio do Planalto,2019-02-20
"General Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da 	Presidência da República",15h05,15h25,Palácio do Planalto,2019-02-20
Bancada do PSL,15h30,16h40,Palácio do Planalto,2019-02-20
"Ernesto Araújo, Ministro de Estado das Relações Exteriores; Embaixador Otávio Brandelli, Secretário-Geral das Relações Exteriores, e Embaixador Mário Vilalva, Presidente da APEX Brasil",17h00,17h40,Palácio do Planalto,2019-02-20
"Fábio Wajngarten, Advogado, e Samy Liberman, Empresário",17h45,18h15,Palácio do Planalto,2019-02-20
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",08h00,08h40,Palácio do Planalto,2019-02-21
"Arnaldo Manuel de Souza Machado Borges, Presidente da ABCZ; Deputado Franco Cartafina (PHS/MG), Associado da ABCZ; Ana Claudia Mendes Souza, Diretora da ABCZ; Gil Pereira, Diretor da ABCZ, e Abelardo Luiz Lupion Mello, Associado da ABCZ",09h05,09h30,Palácio do Planalto,2019-02-21
"Osmar Terra, Ministro de Estado da Cidadania",09h30,10h00,Palácio do Planalto,2019-02-21
"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União",10h35,10h55,Palácio do Planalto,2019-02-21
"Leônidas Mendonça, Evaldo Feitosa dos Santos, Fábio Willian Almeida Feitosa dos Santos, Fabíola Matias e José Renato de Souza Bulhões",11h25,11h35,Palácio do Planalto,2019-02-21
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Delegado Cleiton Freitas, Presidente da Associação dos 	Delegados de Polícia do Rio Grande do Sul; Delegado Marco Antônio 	Duarte Souza, Conselheiro de Ética da Associação dos Delegados de Polícia do Rio Grande do Sul, e Heliomar Franco, Delegado Regional de Polícia em Gramado/RS",11h40,11h50,Palácio do Planalto,2019-02-21
"André Luiz de Almeida, Advogado-Geral da União",14h00,14h45,Palácio do Planalto,2019-02-21
"Ronaldo Caiado, Governador do estado de Goiás",16h05,16h30,Palácio do Planalto,2019-02-21
"Yossi Shelley, Embaixador de Israel no Brasil",16h30,17h00,Palácio do Planalto,2019-02-21
"José Roberto Maciel, Presidente do SBT",17h00,17h25,Palácio do Planalto,2019-02-21
Deputada Bia Kicis (PSL/DF),17h30,17h55,Palácio do Planalto,2019-02-21
"Capitão de Fragata Fábio Tayarol Marques, Comandante da Estação da Marinha em Brasília e Capitão de Fragata Fábio Hideki",09h00,09h17,Palácio do Planalto,2019-02-22
"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara; Deputado Alexandre Frota (PSL/SP) e Marcelo de Carvalho, Vice-Presidente da RedeTV",11h00,13h00,Palácio do Planalto,2019-02-22
"Senadora Selma Arruda (PSL/MT), Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara, e Deputado  Nelson Barbudo (PSL/MT)",13h50,14h30,Palácio do Planalto,2019-02-22
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara, e Deputado Giacobo (PR/PR)",14h00,14h30,Palácio do Planalto,2019-02-22
"Vice-Almirante Anatalício Risden Júnior, Diretor Financeiro Executivo da Itaipu Binacional",14h30,15h00,Palácio do Planalto,2019-02-22
"Antonio Denarium, Governador do Estado de Roraima;  Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Luiz Pontel, Ministro de Estado da Justiça e Segurança Pública, Substituto; Fernando Azevedo, Ministro da Defesa; Embaixador Otávio Brandelli, Ministro de Estado das Relações Exteriores, Interino; Marcelo Sampaio, Secretário-Executivo do Ministério da Infraestrutura; Bento Albuquerque, Ministro de Estado de Minas e Energia; Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional; General Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Mauro Biancamano, Secretário-Executivo da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; General Stumpf, Secretário-Executivo do Gabinete de Segurança Institucional da Presidência da República; Ten. Brig. Ar. Raul Botelho, Chefe do Estado-Maior Conjunto das Forças Armadas; Carlos Augusto Andrade Silva, Secretário de Estado do Governo de Roraima em Brasília, e Coronel José Eduardo Gondim Filho, Secretário Adjunto de Estado do Governo de Roraima em Brasília",15h00,16h00,Palácio do Planalto,2019-02-22
"Hamilton Mourão, Vice-Presidente da República",17h30,18h00,Palácio da Alvorada,2019-02-22
Sem compromisso oficial,00h00,,,2019-02-23
Sem compromisso oficial,00h00,,,2019-02-24
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Ricardo Salles, Ministro de Estado do Meio Ambiente, e  	Augusto Nardes, Ministro do Tribunal de Contas da União",08h40,09h10,Palácio do Planalto,2019-02-25
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Fernando Azevedo, Ministro de Estado da Defesa; Bento 	Albuquerque, Ministro de Estado de Minas e Energia; Ricardo Salles, 	Ministro de Estado do Meio Ambiente; Mauro Biancamano 	Guimarães, Secretário-Executivo da Secretaria de Governo da 	Presidência da República; Augusto Heleno, Ministro-Chefe do 	Gabinete de Segurança Institucional da Presidência da República; 	General Stumpf, Secretário-Executivo do Gabinete de Segurança 	Institucional da Presidência da República; André Luiz de Almeida, 	Advogado-Geral da União; Almirante Esq Cláudio Portugal de 	Viveiros, Chefe do Estado-Maior Conjunto das Forças Armadas, 	Interino, e Franklimberg Ribeiro de Freitas, Presidente da Fundação 	Nacional do Índio (FUNAI)",09h15,09h40,Palácio do Planalto,2019-02-25
"Clifford Sobel, Ex-Embaixador dos Estados Unidos no Brasil",09h45,10h10,Palácio do Planalto,2019-02-25
"Deputado Júlio Cesar (PSD/PI), Coordenador da Bancada 	Parlamentar do Nordeste, e Deputado Estadual Georgiano Neto 	(PSD/PI)",10h10,10h35,Palácio do Planalto,2019-02-25
"Fernando Azevedo, Ministro de Estado da Defesa; Augusto Heleno,  	Ministro-Chefe do Gabinete de Segurança Institucional da Presidência 	da República; Almirante de Esquadra Ilques Barbosa Júnior, 	Comandante da Marinha do Brasil; General de Exército Edson Leal 	Pujol, Comandante do Exército Brasileiro; Tenente-Brigadeiro do Ar 	Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica; 	Almirante Esq Cláudio Portugal de Viveiros, Chefe do Estado-Maior 	Conjunto das Forças Armadas, Interino, e Alte Esq Almir Garnier 	Santos, Secretário-Geral do Ministério da Defesa",10h35,12h15,Palácio do Planalto,2019-02-25
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara; Deputada Major Fabiana (PSL/RJ), Deputado Coronel Armando (PSL/SC), Deputado Darcísio Perondi (MDB/RS), Deputado Capitão Augusto (PR/SP) e Deputado José Medeiros (PODE/MT)",14h00,14h45,Palácio do Planalto,2019-02-25
"Ricardo Salles, Ministro de Estado do Meio Ambiente, e André Luiz 	de Almeida, Advogado-Geral da União",14h45,14h55,Palácio do Planalto,2019-02-25
"Paulo Guedes, Ministro de Estado da Economia, e Deputado Major 	Vitor Hugo (PSL/GO), Líder do Governo na Câmara",15h00,15h30,Palácio do Planalto,2019-02-25
"Itaci Pedro Pozza, Presidente do Conselho de Administração da Cooperativa Vinícola Aurora",15h30,15h45,Palácio do Planalto,2019-02-25
"Allan dos Santos, Youtuber",16h35,16h45,Palácio do Planalto,2019-02-25
"Senador Roberto Rocha (PSDB/MA), Líder do PSDB no Senado",16h35,17h00,Palácio do Planalto,2019-02-25
"Sergio Moro, Ministro de Estado da Justiça e Segurança Pública; Maurício Valeixo, Diretor-Geral da Polícia Federal, Cairo Costa Duarte, Delegado; e Rodrigo Moraes, Delegado",17h00,18h10,Palácio do Planalto,2019-02-25
